situation,thought,emotion,polarity
I give my mother flowers on Mother's Day  . , she will think they are from my father . ," ""Sad",0
My friend is moving next week and I offered to help her pack up her stuff  . , I will be never invited to her new place . ," ""Sad",0
My friend is moving next week and I offered to help her pack up her stuff  . , I will not have enough time to do it . ," ""Fearful",0
My friend is moving next week and I offered to help her pack up her stuff  . , that I will never get my security deposit back from her . ," ""Sad",0
I let my friends stay with me when they're in town because I live close to all the attractions  . , they will take advantage of my hospitality . ," ""Fearful",0
I let my friends stay with me when they're in town because I live close to all the attractions  . , I will never get my house to myself again . ," ""Sad",0
I let my friends stay with me when they're in town because I live close to all the attractions  . , they may never leave . ," ""sad",0
I let my friends stay with me when they're in town because I live close to all the attractions  . , they will overstay their welcome . ," ""Fearful",0
There were a lot of kids playing in the park and one of them kept throwing a Frisbee at me  . , I would lose my temper  . ," ""Angry",0
There were a lot of kids playing in the park and one of them kept throwing a Frisbee at me  . , I would be hit in the head . ," ""Fearful",0
There were a lot of kids playing in the park and one of them kept throwing a Frisbee at me  . , I'm going to get hit by the Frisbee . ," ""Fearful",0
I put my laundry away and noticed my dog had gotten into my hamper  . , I will never be able to get the smell out . ," ""Angry",0
I put my laundry away and noticed my dog had gotten into my hamper  . , I will have to wash everything again . ," ""Angry",0
I put my laundry away and noticed my dog had gotten into my hamper  . , he will never stop getting into my things . ," ""Angry",0
I put my laundry away and noticed my dog had gotten into my hamper  . , my clothes will now smell like my dog . ," ""Angry",0
I put my laundry away and noticed my dog had gotten into my hamper  . , my dog will never learn not to get into my laundry . ," ""Angry",0
I was offered a job at the company I interned for last summer and I accepted  . , people will  think I only got the job because  I  interned there . ," ""Angry",0
I was offered a job at the company I interned for last summer and I accepted  . , my parents will disapprove . ," ""Fearful",0
I was offered a job at the company I interned for last summer and I accepted  . , I would be overworked and not have enough time to complete all my assignments . ," ""Fearful",0
I was offered a job at the company I interned for last summer and I accepted  . , I may not like the job as much as I thought I would . ," ""Fearful",0
I was offered a job at the company I interned for last summer and I accepted  . , I may never find a better job . ," ""Sad",0
My butler announced the queen's arrival . , I will not be able to say anything intelligent . ," ""Fearful",0
My butler announced the queen's arrival . , I would be scolded . ," ""Fearful",0
My butler announced the queen's arrival . , I would not be able to curtsy correctly . ," ""Fearful",0
My butler announced the queen's arrival . , that she will be angry with me . ," ""Fearful",0
My butler announced the queen's arrival . , she would not be pleased with the preparations . ," ""Fearful",0
My butler announced the queen's arrival . , she would not be pleased with my attire . ," ""Fearful",0
I was in class when the professor called on me . , I will not know the answer . ," ""Fearful",0
I was in class when the professor called on me . , I wasn't  prepared . ," ""Fearful",0
I walked into my roommate's room without knocking the other day and he was in the middle of changing  . , that he was going to be really mad at me . ," ""Fearful",0
I walked into my roommate's room without knocking the other day and he was in the middle of changing  . , I will get in trouble . ," ""Fearful",0
I walked into my roommate's room without knocking the other day and he was in the middle of changing  . , I would have caught him in a very embarrassing situation . ," ""Angry",0
I walked into my roommate's room without knocking the other day and he was in the middle of changing  . , he may not ever trust me again . ," ""Sad",0
I walked into my roommate's room without knocking the other day and he was in the middle of changing  . , he will think I am a perv . ," ""Fearful",0
I was at a party the other night and heard someone say my name  . , they were talking about me . ," ""Angry",0
One of my hobbies is helping out of state students practice for their drivers' licenses . , I will fail . ," ""Fearful",0
One of my hobbies is helping out of state students practice for their drivers' licenses . , I will be a bad teacher . ," ""Fearful",0
One of my hobbies is helping out of state students practice for their drivers' licenses . , some of them will not pass . ," ""Sad",0
I accidentally put my credit card in the washing machine  . , I will have to cancel my card  . ," ""Sad",0
I accidentally put my credit card in the washing machine  . , I will be charges for the damages . ," ""Sad",0
I accidentally put my credit card in the washing machine  . , the machine will eat it . ," ""Fearful",0
I accidentally put my credit card in the washing machine  . , I may never get it back . ," ""Fearful",0
I accidentally put my credit card in the washing machine  . , it will be ruined . ," ""Fearful",0
I accidentally put my credit card in the washing machine  . , it will never work again . ," ""Sad",0
The family is getting together for Thanksgiving . , I will get into an argument with my brother . ," ""Angry",0
The family is getting together for Thanksgiving . , we will all start arguing . ," ""Fearful",0
The family is getting together for Thanksgiving . , I will have to make all the food since I'm the only one who knows how to cook . ," ""Angry",0
The family is getting together for Thanksgiving . , my aunt will start a argument with my uncle . ," ""Angry",0
The family is getting together for Thanksgiving . , that my cousins will start to fight . ," ""Fearful",0
