round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
round-3	anger	32	2021/09/03 3:45:37 pm EET	3b2c1ff1494e5eb12adb443e9be1a58b	1	2	1	1	1	1	1	1	2	1	1	1	"Despite severe depression & PTSD, I got a well-paying job & started college- which no one in my family had ever done- & my grandmother, who is my last remaining family member alive, didn't bother to give me even a simple ""Good job"", I'm proud of you"", absolutely nothing. She acts like it's nothing, & even talks down to me. I have no idea why she's always been this way towards me & it's incredibly infuriating & honestly hurtful."	"Despite severe depression & PTSD, I got a well-paying job & started college- which no one in my family had ever done- & my grandmother, who is my last remaining family member alive, didn't bother to give me even a simple ""Good job"", I'm proud of you"", absolutely nothing. She acts like it's nothing, & even talks down to me. I have no idea why she's always been this way towards me & it's incredibly ... & honestly hurtful."	weeks	weeks	5	5	1	4	3	1	5	2	1	1	5	3	4	4	1	5	1	2	5	2	2	5	5	Yes, first time, I will answer the following questions.	26	Female	Undergraduate degree (BA/BSc/other)	North American	2.0	1.0	4.0	5.0	6.0	7.0	2.0	4.0	4.0	3.0	--	ORIGINAL
round-3	anger	33	2021/09/03 3:46:22 pm EET	d21c7ba2f548d44a202324de317553fe	1	2	1	1	1	3	3	3	2	1	1	3	someone promised me they would do something, and then when the time came they said they couldn't commit to it anymore. this meant that I could no longer ask someone else to complete said task, which made me feel some anger.	someone promised me they would do something, and then when the time came they said they couldn't commit to it anymore. this meant that I could no longer ask someone else to complete said task, which made me feel some ....	hours	minutes	2	2	4	2	4	1	4	3	1	2	4	2	2	4	2	4	1	5	4	4	5	3	2	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	South Asian	5.0	5.0	6.0	5.0	6.0	6.0	7.0	5.0	6.0	5.0	--	ORIGINAL
round-3	anger	35	2021/09/03 3:54:02 pm EET	8fd484d6e38a947525158418c3a3271d	2	1	1	1	1	4	3	4	2	1	3	5	I went to the hospital and met a long queue to see the doctor.	I went to the hospital and met a long queue to see the doctor.	hours	minutes	4	2	4	2	2	2	4	4	4	2	2	3	3	3	3	2	4	4	4	2	3	4	3	Yes, first time, I will answer the following questions.	28	Male	Graduate degree (MA/MSc/MPhil/other)	North American	5.0	2.5	5.5	2.5	6.0	4.0	5.5	2.0	6.0	2.0	--	AVERAGED: text id 35, 3640
round-3	anger	37	2021/09/03 4:01:19 pm EET	62b7d439f290de1db0295d6a70262065	1	2	1	1	1	4	3	3	1	1	2	4	people belittle me/others (this happens frequently with one of my coworkers and i have no idea why it always makes me so angry)	people belittle me/others (this happens frequently with one of my coworkers and i have no idea why it always makes me so ...)	minutes	hours	3	5	5	4	5	2	4	3	1	3	5	4	3	4	4	5	1	5	4	3	4	4	4	Yes, first time, I will answer the following questions.	20	Female	High school	North American	6.0	5.5	6.5	5.5	6.0	3.0	5.5	1.0	5.5	2.0	--	AVERAGED: text id 37, 51033
round-3	anger	38	2021/09/03 4:02:43 pm EET	d5d9c28e872d69b953b60f1e793d7415	1	4	1	1	1	2	4	4	3	1	1	3	I felt ANGER when someone hit my car a few weeks ago, and then the police listed me as the at fault driver when I am definitely not.	I felt ... when someone hit my car a few weeks ago, and then the police listed me as the at fault driver when I am definitely not.	minutes	weeks	4	5	5	1	1	1	5	3	4	1	5	2	2	4	2	4	2	3	4	4	5	4	5	Yes, first time, I will answer the following questions.	22	Female	High school	North American	3.0	6.0	6.0	7.0	7.0	6.0	7.0	3.0	2.0	3.0	--	ORIGINAL
round-3	anger	39	2021/09/03 4:05:22 pm EET	27546657bcdd0b4631395177f1b0ed47	1	2	1	1	1	3	3	2	1	1	1	3	When my partner didn’t help with kids and just slept in with out a care or consideration	When my partner didn’t help with kids and just slept in with out a care or consideration	hours	hours	4	4	3	5	5	1	5	3	1	1	5	5	1	3	1	5	1	1	5	1	5	5	5	Yes, first time, I will answer the following questions.	34	Female	Graduate degree (MA/MSc/MPhil/other)	European	7.0	1.0	6.0	3.0	6.0	1.0	7.0	3.0	7.0	1.0	--	ORIGINAL
round-3	anger	310	2021/09/03 4:05:32 pm EET	a00d257bb6c1a83911eb4c423bb79640	1	4	1	1	2	2	2	2	2	2	2	2	My line manager micro manages me	My line manager micro manages me	minutes	minutes	3	5	3	5	3	1	4	1	1	1	5	1	1	1	1	2	1	4	4	1	2	2	2	Yes, first time, I will answer the following questions.	38	Female	Undergraduate degree (BA/BSc/other)	European	3.0	2.0	5.0	6.0	6.0	3.0	7.0	5.0	3.0	4.0	--	ORIGINAL
round-3	anger	311	2021/09/03 4:05:58 pm EET	69704ffe29e10b91b2334847b48f2e19	1	4	1	1	1	3	3	3	3	2	1	3	someone mistreated me	someone mistreated me	days	weeks	5	4	3	3	4	1	5	5	4	3	4	4	4	5	2	5	2	5	5	1	5	5	5	Yes, first time, I will answer the following questions.	18	Male	High school	Australian/New Zealander	3.0	6.0	6.0	7.0	7.0	5.0	7.0	3.0	5.0	2.0	--	ORIGINAL
round-3	anger	312	2021/09/03 4:06:17 pm EET	35329ebc672688e893691f04f2fb2cde	1	1	1	1	2	3	2	1	1	1	1	3	My girlfriend's dog was unwell and she was procrastinating taking him to the vet last year	My girlfriend's dog was unwell and she was procrastinating taking him to the vet last year	hours	hours	4	5	2	1	1	1	5	3	1	1	5	4	1	5	2	5	1	1	5	5	5	1	3	Yes, first time, I will answer the following questions.	29	Male	Undergraduate degree (BA/BSc/other)	European	2.0	3.0	3.0	1.0	7.0	7.0	5.0	5.0	6.0	6.0	--	ORIGINAL
round-3	anger	313	2021/09/03 4:07:19 pm EET	8c706a521445f742de4e47bab1bbb07b	2	3	3	2	2	5	5	3	2	3	4	3	Because I've lost some money for a while.	Because I've lost some money for a while.	hours	days	4	4	5	3	4	1	5	2	4	4	3	3	3	3	4	4	5	4	4	4	3	4	4	Yes, first time, I will answer the following questions.	29	Male	Graduate degree (MA/MSc/MPhil/other)	South American	6.0	6.0	6.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	--	ORIGINAL
round-3	anger	314	2021/09/03 4:08:20 pm EET	3d2a1bc8fa490df3df22c9e2e844a381	1	1	1	1	3	3	4	1	1	1	1	3	My ex broke up with me	My ex broke up with me	hours	weeks	5	5	5	3	1	1	5	5	2	1	5	1	1	4	1	5	2	3	5	1	5	3	5	Yes, first time, I will answer the following questions.	29	Female	High school	British	3.0	6.0	5.0	7.0	2.0	5.0	2.0	7.0	2.0	6.0	--	ORIGINAL
round-3	anger	315	2021/09/03 4:09:52 pm EET	61e938e732787ffc421ec63cc232865e	1	1	1	2	1	2	1	1	1	1	1	1	"I felt ANGER the other day because our fire alarm in the building went off as Tropical Storm Ida came through - we had to stand outside in a torrential downpour. I had my cat with me and she was freaking out as well. My boyfriend told us to go to his car to sit since we were drenched and the rain was not going to stop anytime soon. We got in the car and my cat was still freaking out - my roommate wanted my boyfriend to turn on some music and make it loud. We both told him no because my cat was having trouble with everything going on. Also, she is 17, so she is quite old, so I worry about her stress levels. After we told him no, he then proceeded to sing VERY loudly and when we scowled at him for it, he said ""well she is meowing and stressed either way"", and he did not care that she was having trouble and that I was trying to calm her down. That made me angry."	"I felt ... the other day because our fire alarm in the building went off as Tropical Storm Ida came through - we had to stand outside in a torrential downpour. I had my cat with me and she was freaking out as well. My boyfriend told us to go to his car to sit since we were drenched and the rain was not going to stop anytime soon. We got in the car and my cat was still freaking out - my roommate wanted my boyfriend to turn on some music and make it loud. We both told him no because my cat was having trouble with everything going on. Also, she is 17, so she is quite old, so I worry about her stress levels. After we told him no, he then proceeded to sing VERY loudly and when we scowled at him for it, he said ""well she is meowing and stressed either way"", and he did not care that she was having trouble and that I was trying to calm her down. That made me ...."	minutes	hours	5	5	5	1	1	1	5	1	5	1	4	1	1	5	1	5	5	1	5	4	5	2	5	Yes, first time, I will answer the following questions.	22	Female	Undergraduate degree (BA/BSc/other)	North American	1.0	4.0	6.0	7.0	5.0	7.0	7.0	1.0	2.0	3.0	--	ORIGINAL
round-3	anger	318	2021/09/03 4:11:17 pm EET	27801e053b43467438cfe8419c07a9dd	1	1	1	2	1	3	1	1	1	1	1	4	I was cheated on with my best friend.	I was cheated on with my best friend.	weeks	weeks	5	5	5	2	4	1	5	5	1	1	5	4	1	5	1	5	1	1	5	5	5	5	4	Yes, first time, I will answer the following questions.	19	Female	High school	European	6.0	3.0	6.0	3.0	5.0	3.0	7.0	2.0	6.0	1.0	--	ORIGINAL
round-3	anger	319	2021/09/03 4:12:54 pm EET	8b8f157835767f6c42a7a3f2a66d44c6	1	1	1	1	2	5	4	3	1	1	4	5	I was watching football	I was watching football	minutes	minutes	4	4	3	4	4	4	1	4	4	4	5	5	4	5	4	4	4	5	5	4	5	3	4	Yes, first time, I will answer the following questions.	24	Male	High school	African	2.2	3.0	6.0	2.0	6.5	6.2	6.8	1.0	6.5	3.0	--	AVERAGED: text id 3110, 319, 336, 366
round-3	anger	320	2021/09/03 4:14:45 pm EET	5c2f04900dd36e215a3795e7abfb79e1	1	2	1	1	1	2	2	1	1	1	1	1	there was traffic	there was traffic	minutes	minutes	2	5	4	4	4	2	3	2	1	2	3	3	2	1	1	2	4	1	1	1	4	2	3	Yes, first time, I will answer the following questions.	26	Female	Graduate degree (MA/MSc/MPhil/other)	North American	3.0	3.0	6.0	2.0	5.0	4.0	4.0	3.0	6.0	4.0	--	ORIGINAL
round-3	anger	322	2021/09/03 4:17:47 pm EET	d21853a98ab1f510c35880b76d670d35	1	3	1	1	1	3	5	3	1	1	1	1	When my boyfriend was going through his Instagram followers and clicked on a girls profile and looked at a girls Instagram picture of her butt.	When my boyfriend was going through his Instagram followers and clicked on a girls profile and looked at a girls Instagram picture of her butt.	hours	hours	3	5	2	4	1	1	4	2	4	1	4	2	2	4	3	5	4	1	3	1	3	4	4	Yes, first time, I will answer the following questions.	19	Female	High school	White	7.0	5.0	6.0	4.0	6.0	2.0	6.0	2.0	3.0	3.0	--	ORIGINAL
round-3	anger	323	2021/09/03 4:26:47 pm EET	f1879899027c06fb429e503e60f5c1c4	1	2	1	1	1	2	2	1	1	1	1	1	I was travelling on a country road when a car was pulling out from a side lane, the driver stopped at the junction than proceeded to pull out on front of me. I had to perform an emergency stop  to avoid driving into the car. The driver went down the road and I caught with her at a junction and had strong words.	I was travelling on a country road when a car was pulling out from a side lane, the driver stopped at the junction than proceeded to pull out on front of me. I had to perform an emergency stop  to avoid driving into the car. The driver went down the road and I caught with her at a junction and had strong words.	minutes	minutes	5	5	5	1	1	1	5	3	5	1	5	4	1	5	4	5	1	3	5	5	5	2	4	Yes, first time, I will answer the following questions.	75	Male	High school	European	7.0	4.0	7.0	2.0	5.0	2.0	3.0	1.0	6.0	3.0	--	ORIGINAL
round-3	anger	324	2021/09/03 4:27:04 pm EET	f05e045c8ed31280a52970d8ae8a0235	1	2	1	2	2	4	5	5	1	1	1	5	I felt anger when my son who has special needs and he was not given then services that he was promised. I was so angry watching him struggle because adults broke their promise to help him	I felt ... when my son who has special needs and he was not given then services that he was promised. I was so ... watching him struggle because adults broke their promise to help him	days	days	5	5	2	5	5	1	5	4	1	1	5	4	1	5	2	5	1	3	5	4	5	1	5	Yes, first time, I will answer the following questions.	37	Female	Undergraduate degree (BA/BSc/other)	European	2.0	5.0	6.0	6.0	2.0	1.0	7.0	5.0	4.0	3.0	--	ORIGINAL
round-3	anger	325	2021/09/03 4:36:07 pm EET	d0748555a6ddd63ce7e3cb9c43821db2	1	2	1	2	1	4	4	4	1	2	4	5	because I fail to reach anywhere in time.	because I fail to reach anywhere in time.	days	weeks	4	4	4	3	4	3	1	4	4	3	4	3	3	4	3	4	3	4	4	3	5	3	5	Yes, first time, I will answer the following questions.	44	Male	Graduate degree (MA/MSc/MPhil/other)	European	4.8	5.0	5.2	4.6	4.4	4.2	4.8	4.6	4.8	4.6	--	AVERAGED: text id 325, 3149, 3169, 3322, 3438
round-3	anger	326	2021/09/03 4:38:58 pm EET	16a19cfb9689e316964d28efe8f9f283	1	2	1	2	1	4	3	4	1	1	4	4	because i did not reach my goal in time.	because i did not reach my goal in time.	days	days	4	5	4	3	4	3	1	4	4	4	1	4	2	4	3	4	3	4	4	3	4	3	4	Yes, first time, I will answer the following questions.	45	Male	Graduate degree (MA/MSc/MPhil/other)	European	5.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	--	AVERAGED: text id 326, 3859
round-3	anger	327	2021/09/03 4:40:50 pm EET	1925b8906423e86da9284cba55d0de98	1	2	1	2	1	4	5	4	1	1	4	5	When someone miss my instruction.	When someone miss my instruction.	days	days	4	4	3	4	2	4	2	4	4	4	2	4	4	3	4	3	4	3	4	3	4	3	4	Yes, first time, I will answer the following questions.	43	Male	Graduate degree (MA/MSc/MPhil/other)	European	4.7	5.0	4.7	5.0	4.7	4.7	4.3	4.7	5.0	5.3	--	AVERAGED: text id 327, 3146, 3439
round-3	anger	329	2021/09/03 4:44:59 pm EET	17f223c2d54a8ab43c354f6644a7b5a5	1	1	1	1	1	4	4	4	2	1	4	4	when some one did not response on my call.	when some one did not response on my call.	hours	hours	4	4	4	4	5	4	1	4	4	4	4	3	3	4	3	4	3	4	4	3	5	4	5	Yes, first time, I will answer the following questions.	49	Male	Graduate degree (MA/MSc/MPhil/other)	European	4.0	4.0	5.0	4.0	4.0	4.5	4.5	3.5	4.5	4.5	--	AVERAGED: text id 329, 3181
round-3	anger	330	2021/09/03 4:05:50 pm EET	62b7d439f290de1db0295d6a70262065	1	2	1	1	1	4	3	2	1	1	2	4	my friends would hang out without me, i know this shouldn't bother me but unfortunately i can be a very jealous person sometimes, this is something i am working on because i know being angry only effects me not them	my friends would hang out without me, i know this shouldn't bother me but unfortunately i can be a very jealous person sometimes, this is something i am working on because i know being ... only effects me not them	hours	hours	3	5	5	5	5	2	4	3	1	2	5	4	2	1	1	5	1	5	4	1	1	5	4	No, I participated before and answered the next set of questions.	20	Female	High school	North American	6.0	5.5	6.5	5.5	6.0	3.0	5.5	1.0	5.5	2.0	--	AVERAGED: text id 37, 51033
round-3	anger	331	2021/09/03 4:10:00 pm EET	69704ffe29e10b91b2334847b48f2e19	2	4	1	2	2	3	3	3	2	1	2	2	i was punched	i was punched	seconds	minutes	5	5	5	5	5	2	4	4	1	5	5	5	3	5	4	5	1	4	2	1	5	1	5	No, I participated before and answered the next set of questions.	18	Male	High school	Australian/New Zealander	3.0	6.0	6.0	7.0	7.0	5.0	7.0	3.0	5.0	2.0	--	COPIED FROM: text id 311
round-3	anger	332	2021/09/03 4:10:07 pm EET	35329ebc672688e893691f04f2fb2cde	1	1	1	1	2	3	2	1	1	1	1	3	Brexit a few years ago	Brexit a few years ago	days	weeks	5	5	2	1	1	1	5	5	1	1	5	5	1	4	2	5	1	1	5	1	2	4	4	No, I participated before and answered the next set of questions.	29	Male	Undergraduate degree (BA/BSc/other)	European	2.0	3.0	3.0	1.0	7.0	7.0	5.0	5.0	6.0	6.0	--	COPIED FROM: text id 312
round-3	anger	334	2021/09/03 4:14:05 pm EET	c280579001b6e82d8ab255837720776e	1	2	1	1	1	2	1	1	2	1	1	1	somebody stole my jacket	somebody stole my jacket	seconds	hours	4	3	4	2	4	1	4	2	3	4	5	3	1	4	2	4	1	5	4	5	4	2	4	Yes, first time, I will answer the following questions.	21	Female	Secondary education	European	6.0	2.0	5.0	6.0	5.0	5.0	6.0	5.0	4.0	3.0	--	ORIGINAL
round-3	anger	335	2021/09/03 4:18:20 pm EET	3992df97d3669a8ac7cdfc015427944f	1	3	1	1	1	1	1	1	4	1	1	1	MY EX ARGUED WITH ME BECASUE I WAS MISUNDERSTOOD	MY EX ARGUED WITH ME BECASUE I WAS MISUNDERSTOOD	weeks	weeks	5	4	5	2	3	1	5	5	3	2	5	2	1	5	1	5	4	3	5	1	5	4	5	Yes, first time, I will answer the following questions.	34	Male	Secondary education	European	1.0	4.0	7.0	5.0	6.0	7.0	5.0	4.0	4.0	3.0	--	ORIGINAL
round-3	anger	336	2021/09/03 4:19:19 pm EET	8b8f157835767f6c42a7a3f2a66d44c6	1	1	1	1	1	5	4	3	1	1	4	5	I was arguing	I was arguing	minutes	minutes	4	4	3	4	4	4	1	4	4	4	5	4	5	4	4	5	4	2	4	5	5	4	4	Yes, first time, I will answer the following questions.	24	Male	High school	African	2.2	3.0	6.0	2.0	6.5	6.2	6.8	1.0	6.5	3.0	--	AVERAGED: text id 3110, 319, 336, 366
round-3	anger	337	2021/09/03 4:21:02 pm EET	2fea30be11d9af9bc43d5eb313bb1e44	1	2	1	1	1	2	1	1	1	1	1	1	my cat chewed through the telephone cable	my cat chewed through the telephone cable	seconds	hours	5	5	4	4	2	1	5	1	3	2	1	1	1	4	1	1	1	3	5	1	3	3	5	Yes, first time, I will answer the following questions.	48	Male	Secondary education	European	2.0	5.0	7.0	4.0	6.0	6.0	5.0	1.0	5.0	3.0	--	ORIGINAL
round-3	anger	339	2021/09/03 4:23:13 pm EET	b21a8664ffec0aa2548ee5cf50934c4e	1	2	1	1	1	3	2	3	1	1	1	2	I was pushed by my opponent during a netball match.	I was pushed by my opponent during a netball match.	seconds	minutes	3	4	4	3	3	2	4	2	1	3	5	4	3	4	2	5	1	5	4	3	5	4	4	Yes, first time, I will answer the following questions.	22	Female	Graduate degree (MA/MSc/MPhil/other)	European	3.0	5.0	5.0	6.0	5.0	5.0	7.0	6.0	6.0	5.0	--	ORIGINAL
round-3	anger	340	2021/09/03 4:24:03 pm EET	18d8b25877207b22581f5fbf7fe34219	1	1	1	1	1	2	1	2	2	1	1	1	A next door neighbour has once again started running generators and power tools.	A next door neighbour has once again started running generators and power tools.	hours	hours	5	4	2	5	4	1	5	3	1	1	5	4	1	4	3	5	1	2	5	5	3	5	4	Yes, first time, I will answer the following questions.	44	Male	Undergraduate degree (BA/BSc/other)	European	1.0	5.0	3.0	6.0	6.0	7.0	5.0	5.0	3.0	1.0	--	ORIGINAL
round-3	anger	341	2021/09/03 4:24:05 pm EET	2056cedc4cc2834646a37a135c58ebba	1	3	1	1	1	2	1	1	1	1	1	1	some cut me off in traffic	some cut me off in traffic	seconds	minutes	4	4	4	4	3	1	1	2	4	4	5	2	1	4	4	4	1	2	3	4	5	2	3	Yes, first time, I will answer the following questions.	29	Female	Graduate degree (MA/MSc/MPhil/other)	North American	5.0	2.0	5.0	3.0	7.0	2.0	3.0	3.0	6.0	2.0	--	ORIGINAL
round-3	anger	342	2021/09/03 4:25:05 pm EET	3bf078ac893453d3294dda602fcc4b4d	2	3	1	1	1	3	4	2	2	1	1	3	Someone lied to me and betrayed my trust.	Someone lied to me and betrayed my trust.	days	weeks	3	5	3	4	4	1	5	4	2	2	5	4	2	4	3	5	2	3	3	2	5	2	4	Yes, first time, I will answer the following questions.	22	Male	Undergraduate degree (BA/BSc/other)	North American	5.0	6.0	7.0	2.0	5.0	6.0	6.0	1.0	6.0	2.0	--	ORIGINAL
round-3	anger	343	2021/09/03 4:28:22 pm EET	ce2dfc07e1671ff3fda0ec0144fb3f3d	2	2	1	2	2	4	3	2	3	2	1	2	I was being accused and demonized for things I did not do or characterizations that are not accurate.	I was being accused and demonized for things I did not do or characterizations that are not accurate.	weeks	weeks	5	5	3	4	4	1	5	4	2	3	4	3	1	3	4	4	3	2	5	2	5	5	5	Yes, first time, I will answer the following questions.	28	Male	High school	North American	5.0	1.0	6.0	2.0	6.0	6.0	6.0	3.0	5.0	2.0	--	ORIGINAL
round-3	anger	344	2021/09/03 4:29:31 pm EET	e86bb57de70bc3c481ee29b989ed2e94	4	5	2	2	1	3	1	3	4	2	1	1	people push my boundaries and attempt to control my way of living.	people push my boundaries and attempt to control my way of living.	weeks	days	4	4	1	5	4	1	4	4	3	3	5	4	2	3	4	4	2	3	5	2	4	4	4	Yes, first time, I will answer the following questions.	18	Female	High school	European	3.0	2.0	7.0	7.0	3.0	5.0	6.0	5.0	2.0	4.0	--	ORIGINAL
round-3	anger	345	2021/09/03 4:29:55 pm EET	268c2cfb876c70bbc3ed6f4be53944a0	1	1	1	1	1	2	2	1	1	1	1	2	My meth head uncle attacked my mother, his sister.	My meth head uncle attacked my mother, his sister.	seconds	weeks	5	4	5	3	4	1	5	4	2	1	5	3	1	5	5	5	1	5	5	5	5	1	1	Yes, first time, I will answer the following questions.	46	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	5.0	6.0	5.0	6.0	2.0	5.0	2.0	5.0	2.0	--	ORIGINAL
